,title,image_id,medium_display,style_title,artwork_type,category_title,artist_title
4294,"Chicago Association of Commerce and Industry, Inland Steel Building, Chicago, Illinois, Interior Perspective",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4295,"Inland Steel Building, Chicago, Illinois, Perspective",,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4296,"Inland Steel Building, Chicago, Illinois, Structure and Façade Details",e6ff9253-dde1-bbb3-19dd-171fcb8bb22e,Pen and black ink with graphite on tan wove tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4297,"Caterpillar Training Center, Peoria, Illinois, Aerial Perspective",eeb8ac54-f61d-032b-a2fa-55c771f062ab,Black ink on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4298,"Youngjongdo Airport Passenger Terminal, Seoul, South Korea, Aerial Perspective",6d4f5ea4-5d3d-0c3a-9910-95efd7ce0740,"Graphite, colored pencil, and opaque white ink on archival quality illustration board, surface applied fixing agent",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4299,"University of Illinois, Chicago Circle Campus, Seating for Various Halls and Theaters",c0085569-35d8-7c22-d269-f22bcc2d4fe5,Zip-a-tone letters on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4300,"University of Illinois, Chicago Circle Campus, Study for Theater",816affcb-98ed-708a-9398-9515d2459ec5,"Graphite, ink and marker on paper",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4301,"University of Illinois, Chicago Circle Campus, Study for Theater",6affd1d4-0856-50a1-6611-95087f5048a3,Ink and graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4302,"University of Illinois, Chicago Circle Campus, Study for Theater",36fa0bfd-4b8f-1a05-c902-0ae521e6963b,"Graphite, ink and marker on paper",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4303,"University of Illinois, Chicago Circle Campus, Study for Theater",3207d827-b809-15e8-704c-1c0fa6995c29,"Graphite, ink and marker on paper",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4304,"University of Illinois, Chicago Circle Campus, University Hall Window Elevation Studies",ec2d29e3-128d-8142-e5a1-76c905eb4a85,Zip-a-tone and sepia on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4305,"University of Illinois, Chicago Circle Campus, Art and Architecture Building Design Sketches",e808c281-d265-684c-445b-e8a11baa022b,Marker on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4306,"University of Illinois, Chicago Circle Campus, Art and Architecture Building Design Sketches",30c66496-842d-fedb-dbc5-aa66b0c32a33,Marker on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4307,"University of Illinois, Chicago Circle Campus, Art and Architecture Building Design Sketches",ab96b3e7-b222-d193-f04d-a66315b39536,Marker on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4308,"University of Illinois, Chicago Circle Campus, Plan, Unit A, Scheme 1, Elevations and Sections",83aaa1d1-4c32-1ca7-0e40-ce30c3c62cd0,"Graphite, ink and zip-a-tone on paper",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4309,"University of Illinois, Chicago Circle Campus, Field Study",4eb82ece-5fc1-506e-346e-dcbf72d85286,Blackline on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4310,"University of Illinois, Chicago Circle Campus,  Art and Architecture Building",ad4195f5-9769-8d5c-96ae-72d1f369096a,Marker on tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4311,"University of Illinois, Chicago Circle Campus, Art and Architecture Building",c856acab-baff-3494-a34f-51fab1eb1175,Marker on tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4312,"University of Illinois, Chicago Circle Campus, Art and Architecture Building Illustrative Allocations",4cfa7804-9064-a587-00d4-d0c4187bd142,Marker on tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4313,"University of Illinois, Chicago Circle Campus, Art and Architecture Building Illustrative Allocations",18d4796b-ef95-16cc-1554-acfba667a800,Marker on tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4314,"University of Illinois, Chicago Circle Campus, Art and Architecture Building Cellular Grain",7128e603-a573-1c4d-e5ae-e43523e3c293,Marker on tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4315,"University of Illinois, Chicago Circle Campus, Art and Architecture Building Cellular Plans",436cee96-42c7-4e1d-618d-9b635e1784b8,Marker on tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4316,"University of Illinois, Chicago Circle Campus, Art and Architecture Building, VII Space Allocation",89dd2422-637f-3f6c-04d8-b755d67fe121,Graphite and marker on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4317,"University of Illinois, Chicago Circle Campus, Art and Architecture Building, VII Space Allocation",c4900380-5617-59de-0c51-aa0275abf295,Graphite and marker on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4318,"University of Illinois, Chicago Circle Campus, Master Plan Study Phase I",,Graphite and crayon on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4319,"University of Illinois, Chicago Circle Campus, Behavioral Science Center, Departmental Allocations, Second Level Plan",,"Graphite, ink, zip-a-tone and sepia print on paper",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4320,"University of Illinois, Chicago Circle Campus, Behavioral Science Center, Departmental Allocations, Ground Level Plan",c1f75cf5-7d86-5b46-5aa8-f179b0d38185,"Graphite, ink, zip-a-tone and sepia print on paper",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4321,"University of Illinois, Chicago Circle Campus, Early Campus Planning, Educational Environment, Undergraduate Division Congress South",4503644e-97e3-498f-413c-203bc8a2faf0,Graphite and oil pastel on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4322,"University of Illinois, Chicago Circle Campus, Art and Architecture Building Elevation",7271f309-bc4b-8ec2-4415-a6054ef4fb3b,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4323,"University of Illinois, Chicago Circle Campus, Revised Preliminary Site Development Plan (Planting Plan)",05522d2a-4dd5-8b58-1cc9-681af1141c83,Graphite on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4324,"University of Illinois, Chicago Circle Campus, Early Campus Planning, Site Plan #9",7c9181a9-d690-f920-3b2c-35249aa6c944,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4325,"University of Illinois, Chicago Circle Campus, Lecture Hall Complex Section",cbe0ec89-f15a-6a1a-16fd-eaa57963d42f,Ink and graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4326,"University of Illinois, Chicago Circle Campus, Behavioral Sciences Building, Geometry Study for Theater",94d5dbbc-4ef7-68e8-eb5b-93669baf8735,"Graphite, ink and marker on paper",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4327,"University of Illinois, Chicago Circle Campus, Behavioral Sciences Building, Geometry Study for Theater",5eb4b135-8786-f0fc-36c7-a0f7df2e7c2f,Ink and marker on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4328,"University of Illinois, Chicago Circle Campus, Behavioral Sciences Building, Geometry Study for Theater and Thrust Stage",22b7f602-3d97-5e51-529f-65b9af23d58a,"Graphite, ink and marker on paper",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4329,"University of Illinois, Chicago Circle Campus, Behavioral Sciences Building, Geometry Study for Theater Plan",9c99642a-73e0-af35-5e81-efe85522a517,"Graphite, ink and marker on paper",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4330,"University of Illinois, Chicago Circle Campus, Staff and Administration Building, Front and End Elevations and Ground and Typical Floor Plans",58fd2d13-9a76-0d87-4210-baf467550daa,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4331,"University of Illinois, Chicago Circle Campus, Phase III Field Study",a932bc2d-4160-2f73-2434-b40981e81dbe,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4332,"University of Illinois, Chicago Circle Campus, University Hall Field Study",134de1c5-f1ad-6555-fb67-4936c5706677,Graphite and ink on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4333,"University of Illinois, Chicago Circle Campus, University Hall Window Elevation Studies",7979495e-1e96-f5ba-49e9-e14ea9d668c3,"Graphite, ink, marker and zip-a-tone on paper",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4334,"University of Illinois, Chicago Circle Campus, University Hall Window Elevation Study",260a0612-bfd3-d96f-41fa-ebd93f1870c7,"Graphite, ink, colored pencil and zip-a-tone on paper",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4335,"University of Illinois, Chicago Circle Campus, Lecture Hall Complex Sketch",dac9b5ae-dae9-739e-a322-529532460359,"Graphite, ink and marker on yellow tracing paper",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4336,"University of Illinois, Chicago Circle Campus, Lecture Hall Complex, Perspective Sketch",51714ffa-f4ad-b2aa-1aa6-f3dab3152519,Marker on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4337,"University of Illinois, Chicago Circle Campus, Lecture Hall Complex, Plan Unit B-6, Scheme 1, Elevation and Section",e379af31-450c-c5d4-b365-445bf46cc161,"Graphite, ink and zip-a-tone on sepia paper",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4338,"University of Illinois, Chicago Circle Campus, Lecture Hall Complex, Plan for Lecture Hall Amphitheater",be0de008-6b6a-292f-92a6-2a474e4d9fc4,Ink and zip-a-tone on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4339,"University of Illinois, Chicago Circle Campus, Lecture Hall Complex, Plan for Lecture Hall Amphitheater",47effce2-bbcd-2325-f1ec-6a5e7bd7660a,Blueline print on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4340,"University of Illinois, Chicago Circle Campus, Lecture Hall Complex, Plan Unit D, Scheme 2, Elevation and Section",036d63c5-3bf1-432a-8c92-7427a67ae578,"Graphite, ink and zip-a-tone on sepia paper",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4341,"University of Illinois, Chicago Circle Campus, Lecture Hall Complex, Plan Unit A, Scheme 2, Elevation, Cross Section and Diagonal Section",29070178-bf85-678f-f53c-2a1aa803e295,"Graphite, ink and zip-a-tone on sepia paper",20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4342,"University of Illinois, Chicago Circle Campus, Lecture Hall Complex, Plan for Lecture Hall Amphitheater",1d03916e-1e88-b328-9572-428319ccba22,Graphite and ink on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4343,"University of Illinois, Chicago Circle Campus, Campus Plan",7b33def0-1884-ddee-65e9-c5490eafce44,Blackline on mylar,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4344,"University of Illinois, Chicago Circle Campus, Early Campus Planning Campus Plan",9d72fde6-5780-4273-3423-f557631a612c,Graphite and crayon on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4345,"University of Illinois, Chicago Circle Campus, Early Campus Planning, UIC Undergraduate Division, Master Plan Study Phase II",4b089ead-1653-c842-a787-aa44ac6ea354,Graphite and crayon on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4346,"University of Illinois, Chicago Circle Campus, Early Campus Planning Perspective, Looking East from the Fine Arts Building Court",3d70500f-8267-0bd6-c703-c36f0a269dd8,Graphite on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4347,"University of Illinois, Chicago Circle Campus, Early Campus Planning Perspective, View from Beneath the Promenade Looking at the Forum and Library",203652a8-aea8-8bf4-55a8-45ce47d404a5,Graphite on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4348,"University of Illinois, Chicago Circle Campus, Early Campus Planning Perspective",578dcb5e-f7c1-950e-ac85-28697d446f89,Graphite on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4349,"University of Illinois, Chicago Circle Campus, Early Campus Planning Perspective",9bc2b8e6-1025-43ec-4337-040b45be0cf0,Graphite on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4350,"University of Illinois, Chicago Circle Campus, Early Campus Planning Perspective",36356b3a-c686-0e63-ca02-2f59d64b9b5b,Graphite on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4351,"University of Illinois, Chicago Circle Campus, Early Campus Planning Perspective",4d0ce872-962c-c0ec-cd8d-38f4b38405dc,Graphite on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4352,"University of Illinois, Chicago Circle Campus, Early Campus Planning Perspective, View from the Top of the Student Union Building",9a3946fa-b80c-1009-a4c4-2123b7b16c57,Graphite on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4353,"University of Illinois, Chicago Circle Campus, Early Campus Planning Perspective, View from Board of Trade Building",6bb0a361-89e5-f063-cce8-c6661f8e70fc,Graphite on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4354,"University of Illinois, Chicago Circle Campus, Early Campus Planning Elevation Diagram",4ff23fec-9f6d-a7b6-39ce-b66b53b880c5,Oil pastel on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4355,"University of Illinois, Chicago Circle Campus, Early Campus Planning Elevation Diagram",9c0c0720-251f-fe3c-2b4d-a76eae62c96c,Oil pastel on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4356,"University of Illinois, Chicago Circle Campus, Early Campus Planning Site Diagram",db47024d-10f4-ef5e-a72f-0ba545e6e68c,Oil pastel on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4357,"University of Illinois, Chicago Circle Campus, Early Campus Planning Site Diagram",07adc394-71f2-8001-769b-8295ab7aa0bd,Oil pastel on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4358,"University of Illinois, Chicago Circle Campus, Early Campus Planning Site Diagram",dd664c5e-03ef-c8e4-4859-c8cf398bdd96,Oil pastel on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4359,"University of Illinois, Chicago Circle Campus, Early Campus Planning Site Diagram",e01a004d-1bfe-1833-a60f-74b652dfe287,Oil pastel on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4360,"University of Illinois, Chicago Circle Campus, Art and Architecture Building Elevation",e9849d1a-3a88-cc4b-9898-f5c7df09d770,Graphite on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4361,"University of Illinois, Chicago Circle Campus, Architecture and Art Building East Elevation",69c4bf94-c748-3c11-7a99-f690c7a31a5d,Graphite on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4362,"University of Illinois, Chicago Circle Campus, Art and Architecture Building Section",e393b200-b4e8-aa94-a36c-31afd471073d,Graphite and ink on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4363,"University of Illinois, Chicago Circle Campus, Art and Architecture Building Elevation",db14b7ef-c3bb-e391-62ed-8c9de2f33087,Graphite on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4364,"University of Illinois, Chicago Circle Campus, Science and Engineering Building, North Elevation",ea81725c-4d0d-dffb-fe5f-a98d4642a8d1,Zip-a-tone (mylar) collage and blueline print on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4365,"University of Illinois, Chicago Circle Campus, Phase III Field Studies, Site Plan/Density Study",f004835e-de74-3a60-39b6-e3bce3978fc3,Graphite and marker on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4366,"University of Illinois, Chicago Circle Campus, Phase III Field Studies",1b08ce8a-513b-1b76-27c0-16561bdbef01,Zip-a-tone and sepia print on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4367,"University of Illinois, Chicago Circle Campus, Phase III Field Studies",99778d2c-3cda-57c4-02a8-5735acb96022,Graphite and marker on yellow tracing paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4368,"University of Illinois, Chicago Circle Campus Phase III Field Studies, Office Plan",9ce63669-d0ea-9150-43ad-03dc10cbf32c,Zip-a-tone and sepia print on paper with zip-a-tone and mylar overlay,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4369,"University of Illinois, Chicago Circle Campus, Art and Architecture Building Field Theory Sketch",4f148f30-76a3-7087-f2be-0f03bd7b28fa,Colored pencil and blackline print on paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
4370,"University of Illinois, Chicago Circle Campus, Science and Engineering Building, Schematic Diagram",384cb6c0-9d55-96e0-ee73-2e2be1623d02,Blackline print and mylar collage on blueprint paper,20th Century,Architectural Drawing,,"Skidmore, Owings & Merrill"
